Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
3,475, 157,933, N/A, 62, 205, N/A, N/A, N/A, N/A, 2,104, 51, 161,408, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
24,899, 236,204, N/A, 117, 1,587, N/A, N/A, N/A, N/A, 18,520, 317, 261,103, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
44,936, 405,950, N/A, 1,147, N/A, 319, N/A, 191, N/A, 1,054, 759, 450,886, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
6,500, 149,583, N/A, 21, 690, N/A, 202, N/A, N/A, 5,688, 409, 156,083, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
180,295, 1,804,009, N/A, 718, 21,321, 112, N/A, 50, N/A, 32,313, 15,825, 1,984,304, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
19,502, 509,388, N/A, 159, 2,590, N/A, N/A, N/A, N/A, 7,459, 619, 528,890, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
412,878, 5,271,668, N/A, 648, 89,995, 152, N/A, 81, N/A, 72,813, 25,126, 5,684,546, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
116,087, 1,547,453, N/A, 1,244, N/A, 364, N/A, N/A, N/A, 92,302, 1,820, 1,663,540, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
6,141, 143,905, N/A, 35, 343, N/A, N/A, N/A, N/A, 4,957, 92, 150,046, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
40, 11,719, N/A, N/A, 4, N/A, N/A, N/A, N/A, 29, 2, 11,759, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
86,497, 1,312,236, N/A, 1,144, 10,425, 363, 2,488, 176, N/A, 61,056, 3,382, 1,398,733, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
33,775, 555,351, N/A, 596, 2,987, 307, N/A, N/A, N/A, 26,363, 509, 589,126, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
17,416, 370,240, N/A, 230, 1,537, 58, N/A, 31, N/A, 3,736, 303, 387,656, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
109,384, 1,059,776, N/A, 716, N/A, N/A, N/A, 98, N/A, 82,038, 7,146, 1,169,160, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
15,840, 305,972, N/A, 469, N/A, 66, N/A, 37, N/A, N/A, 209, 321,812, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
18,725, 182,235, N/A, 68, 2,182, 10, N/A, 7, N/A, 1,803, 1,005, 200,960, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
84,109, 586,221, N/A, 1,575, 5,117, 401, N/A, 256, N/A, 32,859, 1,565, 670,330, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
8,492, 98,999, N/A, 49, 808, N/A, N/A, N/A, N/A, 7,474, 123, 107,491, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
96,489, 1,314,963, N/A, 1,420, 4,280, N/A, N/A, N/A, N/A, 57,239, 978, 1,411,452, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
394,265, 3,082,661, N/A, 9,593, N/A, 3,136, N/A, N/A, N/A, 244,449, 5,877, 3,476,926, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
375, 8,295, 37, N/A, N/A, N/A, N/A, N/A, N/A, 292, 7, 8,670, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
38,855, 475,654, N/A, 233, 2,295, 90, 592, N/A, 240, 25,905, 286, 514,509, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
1,405, 90,456, N/A, 18, N/A, N/A, N/A, N/A, N/A, 1,194, 56, 91,861, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
86,994, 972,416, 436, 1,294, 12,844, 261, N/A, 153, N/A, 11,550, 2,095, 1,059,410, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
53,321, 879,983, N/A, 386, 5,397, N/A, N/A, 49, N/A, N/A, 1,518, 933,304, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
6,173, 263,671, N/A, 94, N/A, 37, N/A, 15, N/A, 4,481, 111, 269,844, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
54,064, 837,567, 110, 246, 4,493, 86, 880, N/A, N/A, 39,513, 913, 891,631, 
-----------------------TABLE SEPERATOR-----------------------
Cases, Negative, Tests, Pending, Tests, Currently, Hospitalized, Cumulative, Hospitalized, Currently, In ICU, Cumulative, In ICU, Currently, On Ventilator, Cumulative, On Ventilator, Recovered, Outcomes, Deaths, Outcomes, Positive + Negative, Total Test Results, 
2,589, 48,191, N/A, 15, 162, N/A, N/A, N/A, N/A, 1,970, 26, 50,780, 
-----------------------TABLE SEPERATOR-----------------------

, Charge,  , Count,  , Number of Arrests,  , 

, UNLAW USE WEAPON (C Felony), 
, 142, 
, 142, 
, 

, PAROLE OR PPSV VIOL (U Felony), 
, 141, 
, 141, 
, 

, USM HOLD (U Unknown), 
, 112, 
, 112, 
, 

, FELON POSS FA (C Felony), 
, 83, 
, 83, 
, 

, UUMV (C Felony), 
, 79, 
, 79, 
, 

, COUNTY HOLD (U Unknown), 
, 75, 
, 75, 
, 

, ASSAULT II (B Felony), 
, 66, 
, 66, 
, 

, ASSAULT IV - DV (A Misdemeanor), 
, 64, 
, 64, 
, 

, RECKLESS DRIVING (A Misdemeanor), 
, 57, 
, 57, 
, 

, POSS STOLEN MV (C Felony), 
, 55, 
, 55, 
, 
-----------------------TABLE SEPERATOR-----------------------

, Race,  , Number,  , 

, Asian, 
, 11, 
, 

, Black, 
, 197, 
, 

, Hispanic, 
, 96, 
, 

, Native American or Alaskan, 
, 19, 
, 

, P, 
, 3, 
, 

, White, 
, 343, 
, 
-----------------------TABLE SEPERATOR-----------------------

, Gender,  , Number,  , 

, Female, 
, 59, 
, 

, Male, 
, 610, 
, 
-----------------------TABLE SEPERATOR-----------------------

, Dept,  , Number of Arrests,  , 

, Community Corrections, 
, 10, 
, 

, Drug Enforcement Administration, 
, 2, 
, 

, Gresham Police Department, 
, 55, 
, 

, MCSO Transports, 
, 90, 
, 

, Multnomah County Sheriff Booking, 
, 6, 
, 

, OHSU University Police, 
, 2, 
, 

, Other Agency, 
, 3, 
, 

, Port of Portland, 
, 1, 
, 

, Portland Criminal Court, 
, 7, 
, 

, Portland Police-Central Precinct, 
, 78, 
, 
-----------------------TABLE SEPERATOR-----------------------

, Facility,  , Inmates,  , 

, MCDC, 
, 282, 
, 

, MCIJ, 
, 384, 
, 

, PERM, 
, 3, 
, 
-----------------------TABLE SEPERATOR-----------------------

1, 
2, The COVID Tracking Project, launched from The Atlantic, obtains, organizes, and publishes high-quality data required to understand , and respond to the COVID-19 outbreak in the United States. This is the spreadsheet version of the COVID Tracking Project dataset., 
3, 
4, Website, https://covidtracking.com, 
5, About the project, https://covidtracking.com/about-project, 
6, About the data, https://covidtracking.com/about-data, 
7, API, https://covidtracking.com/api, 
8, News orgs using the data , https://covidtracking.com/about/in-the-press, 
9, Twitter account, @COVID19Tracking, 
10, GitHub org, github.com/COVID19Tracking, 
11, The original Atlantic articles, https://www.theatlantic.com/health/archive/2020/03/how-many-americans-have-been-tested-coronavirus/607597/, 
12, https://www.theatlantic.com/health/archive/2020/03/coronavirus-testing-numbers/607714/, 
-----------------------TABLE SEPERATOR-----------------------

1, State, Positive, Negative, Pending, Hospitalized – Currently, Hospitalized – Cumulative, In ICU – Currently, In ICU – Cumulative, On Ventilator – Currently, On Ventilator – Cumulative, Recovered, Deaths, Last update (ET), Check time (ET), 

2, AK, 3,102, 204,162, 43, 4, 817, 20, 7/26 00:00, 7/26 16:28, 
3, AL, 79,294, 570,392, 1,505, 9,157, 1076, 573, 32510, 1473, 7/26 11:00, 7/26 15:49, 
4, AR, 38,623, 438,644, 479, 2,542, 105, 358, 31622, 401, 7/26 00:00, 7/26 17:03, 
5, AS, 0, 1,037, 0, 7/16 00:00, 7/26 15:35, 
6, AZ, 162,014, 705,089, 2,650, 7,706, 837, 581, 20978, 3305, 7/26 00:00, 7/26 15:46, 
7, CA, 453,659, 6,714,480, 8,820, 2,199, 8416, 7/26 00:00, 7/26 16:20, 
8, CO, 43,789, 446,607, 338, 6,261, 5158, 1661, 7/26 01:59, 7/26 16:05, 
9, CT, 48,776, 664,296, 71, 10,712, 8516, 4413, 7/23 20:30, 7/26 15:40, 
10, DC, 11,780, 159,818, 85, 22, 9, 9607, 581, 7/25 00:00, 7/26 16:09, 
11, DE, 14,290, 155,703, 57, 9, 7996, 579, 7/25 18:00, 7/26 15:43, 
12, FL, 423,855, 2,962,648, 2,871, 8,951, 24,421, 5972, 7/25 23:59, 7/26 16:40, 
13, GA, 167,953, 1,260,992, 3,079, 17,091, 3168, 3498, 7/26 14:50, 7/26 16:03, 
14, GU, 337, 19,695, 1, 244, 5, 7/24 20:40, 7/26 15:49, 
15, HI, 1,620, 112,432, 29, 161, 1167, 26, 7/25 18:39, 7/26 15:59, 
16, IA, 42,200, 408,399, 226, 77, 29, 29625, 827, 7/26 00:00, 7/26 16:46, 
17, ID, 17,827, 148,397, 204, 723, 45, 217, 5483, 146, 7/25 19:00, 7/26 16:10, 
18, IL, 172,666, 2,340,143, 1,394, 345, 119, 7590, 7/26 00:00, 7/26 16:34, 
19, IN, 62,372, 638,939, 834, 8,401, 282, 1758, 62, 43809, 2903, 7/25 23:59, 7/26 16:05, 
20, KS, 25,109, 252,858, 315, 1,596, 98, 459, 24, 166, 1077, 326, 7/24 10:00, 7/26 16:09, 
21, KY, 27,079, 514,819, 595, 3,266, 132, 1126, 7421, 700, 7/26 00:00, 7/26 16:15, 
